transaction_id,transaction_date,description,transaction_type,amount
431,2024-07-01,Transfer to Savings,TRANSFER,-456.87
432,2024-07-01,Gift,DEPOSIT,827.66
433,2024-07-01,Bonus,DEPOSIT,91.56
434,2024-07-01,Grocery Store,WITHDRAWAL,-140.02
435,2024-07-02,Transfer from Savings,TRANSFER,40.99
436,2024-07-02,Restaurant,WITHDRAWAL,-425.53
437,2024-07-03,Transfer to Savings,TRANSFER,-281.47
438,2024-07-03,Transfer to Savings,TRANSFER,-327.54
439,2024-07-04,Paycheck,DEPOSIT,208.36
440,2024-07-04,ATM Fee,FEE,-865.71
441,2024-07-04,Gas Station,WITHDRAWAL,-167.65
442,2024-07-04,Paycheck,DEPOSIT,778.83
443,2024-07-04,Grocery Store,WITHDRAWAL,-535.05
444,2024-07-05,Gas Station,WITHDRAWAL,-42.2
445,2024-07-05,Transfer to Savings,TRANSFER,-193.6
446,2024-07-07,Paycheck,DEPOSIT,611.23
447,2024-07-07,Paycheck,DEPOSIT,208.52
448,2024-07-07,Restaurant,WITHDRAWAL,-655.0
449,2024-07-07,Grocery Store,WITHDRAWAL,-799.58
450,2024-07-07,ATM Withdrawal,WITHDRAWAL,-158.08
451,2024-07-08,Bonus,DEPOSIT,401.59
452,2024-07-08,Transfer from Savings,TRANSFER,298.75
453,2024-07-08,ATM Withdrawal,WITHDRAWAL,-953.12
454,2024-07-08,Transfer to Savings,TRANSFER,-485.7
455,2024-07-11,Transfer from Savings,TRANSFER,28.18
456,2024-07-11,Gas Station,WITHDRAWAL,-705.44
457,2024-07-11,Gas Station,WITHDRAWAL,-941.83
458,2024-07-13,ATM Withdrawal,WITHDRAWAL,-357.12
459,2024-07-15,Refund,DEPOSIT,328.87
460,2024-07-15,Transfer from Savings,TRANSFER,692.57
461,2024-07-15,ATM Fee,FEE,-50.77
462,2024-07-15,Gas Station,WITHDRAWAL,-640.07
463,2024-07-16,Monthly Maintenance Fee,FEE,-936.85
464,2024-07-16,Bonus,DEPOSIT,305.85
465,2024-07-17,ATM Fee,FEE,-629.05
466,2024-07-17,Restaurant,WITHDRAWAL,-816.68
467,2024-07-17,Bonus,DEPOSIT,557.47
468,2024-07-18,ATM Fee,FEE,-486.09
469,2024-07-18,Bonus,DEPOSIT,734.27
470,2024-07-18,Refund,DEPOSIT,597.35
471,2024-07-18,ATM Withdrawal,WITHDRAWAL,-873.07
472,2024-07-18,Gift,DEPOSIT,475.48
473,2024-07-19,Gift,DEPOSIT,439.32
474,2024-07-19,Bonus,DEPOSIT,559.81
475,2024-07-19,Grocery Store,WITHDRAWAL,-338.99
476,2024-07-19,Restaurant,WITHDRAWAL,-653.82
477,2024-07-20,ATM Withdrawal,WITHDRAWAL,-81.48
478,2024-07-22,Paycheck,DEPOSIT,729.9
479,2024-07-22,Gas Station,WITHDRAWAL,-632.48
480,2024-07-22,Grocery Store,WITHDRAWAL,-987.77
481,2024-07-23,Monthly Maintenance Fee,FEE,-444.23
482,2024-07-24,Gas Station,WITHDRAWAL,-874.69
483,2024-07-24,Transfer from Savings,TRANSFER,658.46
484,2024-07-24,Transfer from Savings,TRANSFER,913.24
485,2024-07-24,Paycheck,DEPOSIT,471.15
486,2024-07-25,Restaurant,WITHDRAWAL,-778.24
487,2024-07-25,Grocery Store,WITHDRAWAL,-187.89
488,2024-07-25,Refund,DEPOSIT,517.49
489,2024-07-25,Grocery Store,WITHDRAWAL,-497.36
490,2024-07-26,Paycheck,DEPOSIT,450.85
491,2024-07-26,ATM Withdrawal,WITHDRAWAL,-666.0
492,2024-07-26,Paycheck,DEPOSIT,397.17
493,2024-07-26,Transfer from Savings,TRANSFER,859.41
494,2024-07-26,Paycheck,DEPOSIT,775.74
495,2024-07-27,Transfer to Savings,TRANSFER,-242.33
496,2024-07-27,ATM Fee,FEE,-178.06
497,2024-07-27,Grocery Store,WITHDRAWAL,-672.7
498,2024-07-30,Gift,DEPOSIT,949.1
499,2024-07-30,Refund,DEPOSIT,175.94
500,2024-07-30,Paycheck,DEPOSIT,363.16
501,2024-07-30,ATM Withdrawal,WITHDRAWAL,-845.73
502,2024-07-31,Restaurant,WITHDRAWAL,-869.59
503,2024-07-31,Paycheck,DEPOSIT,43.85
504,2024-07-31,Transfer to Savings,TRANSFER,-535.86
