transaction_id,transaction_date,description,transaction_type,amount
820,2024-12-01,Paycheck,DEPOSIT,541.64
821,2024-12-01,Monthly Maintenance Fee,FEE,-226.88
822,2024-12-01,Bonus,DEPOSIT,292.06
823,2024-12-02,Gas Station,WITHDRAWAL,-517.54
824,2024-12-02,Refund,DEPOSIT,285.04
825,2024-12-02,Monthly Maintenance Fee,FEE,-620.9
826,2024-12-02,Gift,DEPOSIT,881.06
827,2024-12-04,Grocery Store,WITHDRAWAL,-992.89
828,2024-12-04,Refund,DEPOSIT,173.55
829,2024-12-04,Restaurant,WITHDRAWAL,-416.91
830,2024-12-04,Transfer to Savings,TRANSFER,-265.59
831,2024-12-05,ATM Withdrawal,WITHDRAWAL,-721.24
832,2024-12-05,Transfer to Savings,TRANSFER,-11.55
833,2024-12-05,Restaurant,WITHDRAWAL,-720.4
834,2024-12-05,Monthly Maintenance Fee,FEE,-607.76
835,2024-12-06,Bonus,DEPOSIT,390.0
836,2024-12-07,Restaurant,WITHDRAWAL,-600.36
837,2024-12-07,ATM Withdrawal,WITHDRAWAL,-80.3
838,2024-12-07,Gift,DEPOSIT,752.35
839,2024-12-08,ATM Withdrawal,WITHDRAWAL,-649.99
840,2024-12-09,Grocery Store,WITHDRAWAL,-507.13
841,2024-12-09,Paycheck,DEPOSIT,616.45
842,2024-12-10,Refund,DEPOSIT,129.35
843,2024-12-10,Transfer from Savings,TRANSFER,830.73
844,2024-12-10,Transfer from Savings,TRANSFER,21.59
845,2024-12-11,Restaurant,WITHDRAWAL,-491.14
846,2024-12-11,Grocery Store,WITHDRAWAL,-911.03
847,2024-12-11,Overdraft Fee,FEE,-349.74
848,2024-12-11,ATM Withdrawal,WITHDRAWAL,-76.71
849,2024-12-11,Restaurant,WITHDRAWAL,-435.63
850,2024-12-12,Paycheck,DEPOSIT,313.25
851,2024-12-12,Gas Station,WITHDRAWAL,-234.02
852,2024-12-13,Gas Station,WITHDRAWAL,-917.47
853,2024-12-13,Gas Station,WITHDRAWAL,-890.76
854,2024-12-14,Grocery Store,WITHDRAWAL,-708.53
855,2024-12-16,Paycheck,DEPOSIT,649.28
856,2024-12-17,Monthly Maintenance Fee,FEE,-947.18
857,2024-12-17,Grocery Store,WITHDRAWAL,-649.36
858,2024-12-17,Restaurant,WITHDRAWAL,-392.02
859,2024-12-17,Restaurant,WITHDRAWAL,-318.11
860,2024-12-18,ATM Fee,FEE,-843.31
861,2024-12-18,Grocery Store,WITHDRAWAL,-459.46
862,2024-12-18,ATM Withdrawal,WITHDRAWAL,-972.31
863,2024-12-18,Bonus,DEPOSIT,510.4
864,2024-12-18,Transfer from Savings,TRANSFER,108.31
865,2024-12-19,Bonus,DEPOSIT,420.01
866,2024-12-19,Grocery Store,WITHDRAWAL,-758.65
867,2024-12-19,Grocery Store,WITHDRAWAL,-138.75
868,2024-12-19,Monthly Maintenance Fee,FEE,-956.36
869,2024-12-19,Restaurant,WITHDRAWAL,-449.69
870,2024-12-20,Monthly Maintenance Fee,FEE,-97.32
871,2024-12-21,Transfer from Savings,TRANSFER,40.63
872,2024-12-21,Transfer from Savings,TRANSFER,545.99
873,2024-12-22,ATM Withdrawal,WITHDRAWAL,-546.29
874,2024-12-22,Restaurant,WITHDRAWAL,-840.16
875,2024-12-22,Grocery Store,WITHDRAWAL,-266.74
876,2024-12-22,Paycheck,DEPOSIT,512.37
877,2024-12-23,Gift,DEPOSIT,562.13
878,2024-12-23,Gas Station,WITHDRAWAL,-587.15
879,2024-12-23,Transfer to Savings,TRANSFER,-629.97
880,2024-12-24,Paycheck,DEPOSIT,993.91
881,2024-12-24,ATM Fee,FEE,-573.68
882,2024-12-25,Restaurant,WITHDRAWAL,-401.19
883,2024-12-26,Monthly Maintenance Fee,FEE,-547.59
884,2024-12-26,Bonus,DEPOSIT,597.08
885,2024-12-26,Grocery Store,WITHDRAWAL,-538.05
886,2024-12-27,Refund,DEPOSIT,792.6
887,2024-12-27,Paycheck,DEPOSIT,683.95
888,2024-12-27,Grocery Store,WITHDRAWAL,-944.6
889,2024-12-29,Gas Station,WITHDRAWAL,-102.74
890,2024-12-29,Grocery Store,WITHDRAWAL,-592.84
891,2024-12-30,Restaurant,WITHDRAWAL,-211.19
892,2024-12-31,ATM Withdrawal,WITHDRAWAL,-368.65
893,2024-12-31,ATM Withdrawal,WITHDRAWAL,-980.93
