transaction_id,transaction_date,description,transaction_type,amount
79,2024-02-01,Gas Station,WITHDRAWAL,-850.73
80,2024-02-01,ATM Withdrawal,WITHDRAWAL,-547.11
81,2024-02-01,Grocery Store,WITHDRAWAL,-272.55
82,2024-02-02,Grocery Store,WITHDRAWAL,-399.17
83,2024-02-02,Overdraft Fee,FEE,-440.05
84,2024-02-02,ATM Withdrawal,WITHDRAWAL,-581.13
85,2024-02-02,ATM Withdrawal,WITHDRAWAL,-237.88
86,2024-02-02,Gas Station,WITHDRAWAL,-34.07
87,2024-02-05,Transfer to Savings,TRANSFER,-286.76
88,2024-02-05,Monthly Maintenance Fee,FEE,-953.54
89,2024-02-05,Grocery Store,WITHDRAWAL,-966.99
90,2024-02-06,Transfer from Savings,TRANSFER,301.5
91,2024-02-06,Restaurant,WITHDRAWAL,-275.79
92,2024-02-07,Paycheck,DEPOSIT,400.74
93,2024-02-07,Overdraft Fee,FEE,-574.36
94,2024-02-08,Grocery Store,WITHDRAWAL,-365.06
95,2024-02-09,Refund,DEPOSIT,743.36
96,2024-02-09,Restaurant,WITHDRAWAL,-711.82
97,2024-02-10,Refund,DEPOSIT,812.01
98,2024-02-10,Monthly Maintenance Fee,FEE,-90.78
99,2024-02-10,Bonus,DEPOSIT,800.31
100,2024-02-10,Gas Station,WITHDRAWAL,-402.82
101,2024-02-11,Overdraft Fee,FEE,-37.34
102,2024-02-11,Gas Station,WITHDRAWAL,-582.5
103,2024-02-11,Paycheck,DEPOSIT,163.49
104,2024-02-11,Transfer from Savings,TRANSFER,594.92
105,2024-02-11,Bonus,DEPOSIT,48.45
106,2024-02-12,ATM Withdrawal,WITHDRAWAL,-527.02
107,2024-02-12,Gas Station,WITHDRAWAL,-965.6
108,2024-02-12,Grocery Store,WITHDRAWAL,-61.16
109,2024-02-12,Restaurant,WITHDRAWAL,-702.52
110,2024-02-12,Bonus,DEPOSIT,976.09
111,2024-02-13,Restaurant,WITHDRAWAL,-797.23
112,2024-02-13,Bonus,DEPOSIT,746.6
113,2024-02-13,Refund,DEPOSIT,963.02
114,2024-02-15,Grocery Store,WITHDRAWAL,-916.06
115,2024-02-15,Gas Station,WITHDRAWAL,-553.73
116,2024-02-15,Gas Station,WITHDRAWAL,-935.27
117,2024-02-17,Restaurant,WITHDRAWAL,-441.32
118,2024-02-17,Restaurant,WITHDRAWAL,-255.25
119,2024-02-17,ATM Withdrawal,WITHDRAWAL,-128.96
120,2024-02-17,Gas Station,WITHDRAWAL,-55.54
121,2024-02-19,Monthly Maintenance Fee,FEE,-479.43
122,2024-02-19,Bonus,DEPOSIT,808.84
123,2024-02-19,Grocery Store,WITHDRAWAL,-439.51
124,2024-02-19,Grocery Store,WITHDRAWAL,-949.65
125,2024-02-19,Overdraft Fee,FEE,-25.15
126,2024-02-20,ATM Withdrawal,WITHDRAWAL,-543.98
127,2024-02-20,Gas Station,WITHDRAWAL,-79.86
128,2024-02-21,Bonus,DEPOSIT,640.04
129,2024-02-22,Grocery Store,WITHDRAWAL,-577.63
130,2024-02-22,Paycheck,DEPOSIT,550.16
131,2024-02-22,Transfer to Savings,TRANSFER,-822.22
132,2024-02-23,Paycheck,DEPOSIT,78.67
133,2024-02-24,Gift,DEPOSIT,622.07
134,2024-02-24,Grocery Store,WITHDRAWAL,-325.79
135,2024-02-24,ATM Fee,FEE,-347.22
136,2024-02-24,Gift,DEPOSIT,126.98
137,2024-02-24,ATM Withdrawal,WITHDRAWAL,-937.28
138,2024-02-25,ATM Withdrawal,WITHDRAWAL,-289.21
139,2024-02-25,Paycheck,DEPOSIT,572.84
140,2024-02-25,Restaurant,WITHDRAWAL,-418.49
141,2024-02-26,Bonus,DEPOSIT,347.4
142,2024-02-27,Gas Station,WITHDRAWAL,-434.7
143,2024-02-27,ATM Withdrawal,WITHDRAWAL,-245.85
144,2024-02-27,ATM Withdrawal,WITHDRAWAL,-510.2
145,2024-02-27,ATM Fee,FEE,-304.66
146,2024-02-27,Bonus,DEPOSIT,20.73
147,2024-02-29,Gift,DEPOSIT,957.23
148,2024-02-29,Gas Station,WITHDRAWAL,-577.7
