transaction_id,transaction_date,description,transaction_type,amount
149,2024-03-01,Bonus,DEPOSIT,335.38
150,2024-03-01,Gas Station,WITHDRAWAL,-946.73
151,2024-03-01,Restaurant,WITHDRAWAL,-100.29
152,2024-03-01,Restaurant,WITHDRAWAL,-995.97
153,2024-03-02,Restaurant,WITHDRAWAL,-550.46
154,2024-03-03,Bonus,DEPOSIT,691.15
155,2024-03-03,Monthly Maintenance Fee,FEE,-110.11
156,2024-03-04,Grocery Store,WITHDRAWAL,-402.69
157,2024-03-04,ATM Fee,FEE,-90.54
158,2024-03-04,Gift,DEPOSIT,585.49
159,2024-03-04,ATM Fee,FEE,-814.67
160,2024-03-04,Transfer to Savings,TRANSFER,-595.97
161,2024-03-05,Restaurant,WITHDRAWAL,-486.85
162,2024-03-05,Restaurant,WITHDRAWAL,-429.98
163,2024-03-05,Transfer to Savings,TRANSFER,-440.11
164,2024-03-06,Bonus,DEPOSIT,575.76
165,2024-03-06,Gas Station,WITHDRAWAL,-126.35
166,2024-03-06,ATM Withdrawal,WITHDRAWAL,-684.23
167,2024-03-06,Paycheck,DEPOSIT,381.12
168,2024-03-10,Grocery Store,WITHDRAWAL,-22.03
169,2024-03-10,Transfer to Savings,TRANSFER,-329.46
170,2024-03-10,Paycheck,DEPOSIT,993.04
171,2024-03-10,Gift,DEPOSIT,698.46
172,2024-03-10,Gift,DEPOSIT,633.1
173,2024-03-11,Paycheck,DEPOSIT,631.28
174,2024-03-11,Gas Station,WITHDRAWAL,-739.73
175,2024-03-11,Transfer from Savings,TRANSFER,950.91
176,2024-03-11,Monthly Maintenance Fee,FEE,-284.61
177,2024-03-11,Refund,DEPOSIT,394.39
178,2024-03-12,Gas Station,WITHDRAWAL,-366.74
179,2024-03-12,Gift,DEPOSIT,701.18
180,2024-03-12,ATM Withdrawal,WITHDRAWAL,-417.09
181,2024-03-13,ATM Withdrawal,WITHDRAWAL,-141.85
182,2024-03-13,Refund,DEPOSIT,950.3
183,2024-03-13,Restaurant,WITHDRAWAL,-919.98
184,2024-03-13,Refund,DEPOSIT,867.4
185,2024-03-14,Bonus,DEPOSIT,382.7
186,2024-03-14,Overdraft Fee,FEE,-158.91
187,2024-03-14,Restaurant,WITHDRAWAL,-399.06
188,2024-03-14,Monthly Maintenance Fee,FEE,-839.95
189,2024-03-15,Gift,DEPOSIT,280.67
190,2024-03-16,ATM Withdrawal,WITHDRAWAL,-999.72
191,2024-03-16,Transfer to Savings,TRANSFER,-589.3
192,2024-03-16,Grocery Store,WITHDRAWAL,-851.15
193,2024-03-16,Refund,DEPOSIT,212.99
194,2024-03-16,Paycheck,DEPOSIT,610.11
195,2024-03-17,ATM Fee,FEE,-364.58
196,2024-03-17,Refund,DEPOSIT,503.18
197,2024-03-17,Restaurant,WITHDRAWAL,-524.96
198,2024-03-17,ATM Fee,FEE,-968.29
199,2024-03-17,Gift,DEPOSIT,409.45
200,2024-03-18,Grocery Store,WITHDRAWAL,-806.99
201,2024-03-18,Transfer from Savings,TRANSFER,24.4
202,2024-03-18,Grocery Store,WITHDRAWAL,-640.28
203,2024-03-18,Restaurant,WITHDRAWAL,-905.12
204,2024-03-19,ATM Withdrawal,WITHDRAWAL,-785.82
205,2024-03-19,Restaurant,WITHDRAWAL,-528.37
206,2024-03-19,ATM Withdrawal,WITHDRAWAL,-155.6
207,2024-03-21,Gas Station,WITHDRAWAL,-464.54
208,2024-03-22,Grocery Store,WITHDRAWAL,-335.46
209,2024-03-23,Restaurant,WITHDRAWAL,-85.1
210,2024-03-23,Gift,DEPOSIT,588.92
211,2024-03-24,Bonus,DEPOSIT,188.27
212,2024-03-24,ATM Withdrawal,WITHDRAWAL,-897.82
213,2024-03-25,Gas Station,WITHDRAWAL,-180.6
214,2024-03-25,Gift,DEPOSIT,823.57
215,2024-03-26,Paycheck,DEPOSIT,41.49
216,2024-03-27,Paycheck,DEPOSIT,362.43
217,2024-03-27,Monthly Maintenance Fee,FEE,-508.38
218,2024-03-27,ATM Withdrawal,WITHDRAWAL,-101.37
219,2024-03-27,Grocery Store,WITHDRAWAL,-90.94
220,2024-03-27,Overdraft Fee,FEE,-383.51
221,2024-03-29,Monthly Maintenance Fee,FEE,-601.31
222,2024-03-30,Gift,DEPOSIT,924.8
223,2024-03-30,Bonus,DEPOSIT,375.22
224,2024-03-30,ATM Withdrawal,WITHDRAWAL,-71.72
225,2024-03-31,Gift,DEPOSIT,690.29
226,2024-03-31,Overdraft Fee,FEE,-536.79
